attendance_id,student_id,session_id,qr_version,pin_correct,typing_time,scan_to_submit_time,fingerprint_hash,duplicate_hash,duplicate_ip,duplicate_browser,duplicate_device,duplicate_session,risk_score,rule_label,teacher_label,created_at,latitude,longitude,gps_accuracy,distance_from_campus,inside_geofence
996,STU052,67,2,1,5.73,12.64,fp_92472e585595,0,0,0,0,0,10,NORMAL,0,2026-03-07T10:24:09,21.1332075,81.1362939,11.66,111.23,1
997,STU074,5,5,1,6.83,12.38,fp_01083f0c0b48,0,0,0,0,0,0,NORMAL,0,2026-04-08T09:25:03,21.1341473,81.1350502,13.33,115.25,1
998,STU071,112,1,1,4.69,14.57,fp_7a86b86ff0da,0,0,0,0,0,0,NORMAL,0,2026-05-03T10:53:59,21.1334013,81.1363962,8.81,92.13,1
999,STU004,42,1,1,2.47,3.22,fp_6967765e90c7,1,0,0,0,1,49,SUSPICIOUS,1,2026-02-15T13:44:15,21.1333265,81.1356047,20.29,112.92,1
1000,STU074,110,5,1,3.72,6.44,fp_01083f0c0b48,0,0,0,0,0,3,NORMAL,0,2026-02-02T10:51:25,21.1350534,81.1370428,22.57,131.86,1
1001,STU038,32,5,1,1.84,4.65,fp_d3ec3a0d2142,0,1,0,0,1,39,SUSPICIOUS,1,2026-03-19T10:28:04,21.1333259,81.1364853,25.27,102.88,1
1002,STU021,8,5,1,2.8,7.84,fp_478ecb9b7247,0,0,0,0,0,1,NORMAL,0,2026-01-22T16:58:33,21.1335863,81.1361695,6.04,68.25,1
1003,STU032,17,1,1,1.71,9.91,fp_f92ff20320c0,0,0,0,0,0,17,NORMAL,0,2026-02-07T16:31:38,21.1341728,81.1359383,39.42,23.19,1
1004,STU088,114,5,1,4.0,6.23,fp_cc299f288c97,0,0,0,0,0,1,NORMAL,0,2026-01-28T11:40:34,21.1339988,81.13558,22.5,64.18,1
1005,STU051,119,1,1,5.38,13.72,fp_85307e87cc6f,0,1,0,0,0,16,NORMAL,0,2026-01-19T15:04:22,21.1341067,81.1364546,27.91,32.27,1
1006,STU021,27,6,1,1.21,3.41,fp_478ecb9b7247,0,0,0,1,1,45,SUSPICIOUS,1,2026-01-12T11:58:00,21.134998,81.1367218,8.37,106.15,1
1007,STU074,54,6,1,2.83,5.9,fp_01083f0c0b48,0,0,0,0,0,0,NORMAL,0,2026-01-19T11:10:07,21.1349495,81.1359931,37.55,85.12,1
1008,STU088,119,1,0,3.63,4.54,fp_cc299f288c97,1,0,1,0,0,64,SUSPICIOUS,1,2026-04-07T13:42:47,21.1343471,81.1362815,141.75,20.65,1
1009,STU068,98,5,1,2.22,1.84,fp_f65a5b250b6f,0,0,0,0,1,55,SUSPICIOUS,1,2026-04-14T16:06:09,21.1351302,81.1398884,145.06,400.28,0
1010,STU098,101,5,1,3.33,2.69,fp_048e7ef65d96,0,0,0,1,0,55,SUSPICIOUS,1,2026-02-22T10:01:53,21.1375446,81.1363572,20.95,372.47,0
1011,STU076,25,3,1,4.11,10.2,fp_52267c32f31b,0,0,0,0,0,0,NORMAL,0,2026-04-06T13:08:49,21.1350429,81.1365579,23.04,102.41,1
1012,STU089,75,3,1,4.61,2.6,fp_c389a6c3b2f5,0,0,0,1,0,54,SUSPICIOUS,1,2026-02-01T08:16:04,21.1277112,81.1339144,17.57,758.18,0
1013,STU096,100,4,1,1.03,9.78,fp_eba9bb8f03a0,0,0,0,0,0,13,NORMAL,0,2026-02-09T08:10:38,21.1334412,81.1371208,7.37,130.58,1
1014,STU080,8,3,1,5.62,9.29,fp_6230253cc4a0,0,1,1,0,1,42,SUSPICIOUS,1,2026-02-02T12:02:15,21.1336961,81.1373187,167.86,132.6,1
1015,STU008,16,4,1,4.4,7.21,fp_f65a5b250b6f,0,1,0,0,0,15,NORMAL,0,2026-03-25T09:23:28,21.1343392,81.1348753,15.19,134.14,1
1016,STU076,87,3,1,5.75,5.81,fp_52267c32f31b,0,0,0,0,0,0,NORMAL,0,2026-03-05T14:00:07,21.1342138,81.1367614,15.95,62.4,1
1017,STU006,72,1,1,3.1,6.44,fp_048e7ef65d96,0,0,0,1,1,42,SUSPICIOUS,1,2026-03-15T08:33:06,21.1336816,81.1363432,10.46,60.7,1
1018,STU094,86,5,1,6.45,31.16,fp_3ab0a1a3e363,0,0,0,0,0,0,NORMAL,0,2026-03-11T08:26:28,21.1342809,81.1361458,22.02,9.12,1
1019,STU014,32,1,1,2.98,3.88,fp_5ad18b6b26fc,0,0,0,1,0,37,SUSPICIOUS,1,2026-01-28T13:34:55,21.1345754,81.1373854,99.66,133.77,1
1020,STU068,87,1,0,2.47,2.06,fp_9a29989634bc,0,1,0,0,1,83,SUSPICIOUS,1,2026-05-03T12:53:27,21.1365791,81.1288821,23.98,799.84,0
1021,STU051,56,5,1,2.93,7.49,fp_85307e87cc6f,0,0,0,0,0,0,NORMAL,0,2026-02-25T14:27:06,21.1342793,81.1362605,32.88,13.65,1
1022,STU040,43,1,1,3.16,9.64,fp_0592e369ce74,0,0,1,0,0,20,NORMAL,0,2026-03-20T11:34:49,21.1335444,81.1349449,6.36,145.59,1
1023,STU071,9,6,1,2.76,14.9,fp_7a86b86ff0da,0,0,0,0,0,0,NORMAL,0,2026-02-14T10:02:16,21.1340668,81.1373161,3.08,120.82,1
1024,STU079,78,3,1,4.0,8.96,fp_73b3d47d93d0,0,0,0,0,0,3,NORMAL,0,2026-03-27T11:41:04,21.1333702,81.1361773,27.64,92.29,1
1025,STU026,60,5,1,2.16,5.4,fp_892bcc7c4a25,0,0,1,0,1,50,SUSPICIOUS,1,2026-02-05T11:53:11,21.137126,81.1384265,53.99,401.39,0
1026,STU098,42,6,1,5.8,6.09,fp_6369eb702f44,0,0,0,0,0,3,NORMAL,0,2026-04-18T08:04:45,21.1331923,81.1354246,18.74,135.55,1
1027,STU034,22,6,1,2.97,7.85,fp_e4ce4d58b672,0,0,0,0,0,0,NORMAL,0,2026-01-18T09:26:03,21.1344035,81.1362324,15.44,23.84,1
1028,STU021,85,6,1,2.18,6.22,fp_478ecb9b7247,0,0,1,0,0,8,NORMAL,0,2026-02-04T13:43:44,21.1349322,81.1357959,28.29,89.75,1
1029,STU097,79,5,1,3.23,13.34,fp_43aa61658072,0,0,0,0,0,0,NORMAL,0,2026-05-03T16:01:52,21.1346496,81.1365689,29.35,65.56,1
1030,STU010,70,3,1,4.5,9.82,fp_3a474b00243f,0,0,0,0,0,0,NORMAL,0,2026-03-19T15:32:23,21.1347056,81.1366706,28.56,77.24,1
1031,STU057,120,1,1,5.87,8.46,fp_d7cbccfd1e75,0,1,0,0,0,17,NORMAL,0,2026-03-18T09:19:38,21.1329187,81.1363929,5.53,144.51,1
1032,STU052,12,2,1,4.77,8.59,fp_92472e585595,0,0,0,0,0,0,NORMAL,0,2026-03-05T14:37:42,21.1344724,81.1355093,10.3,73.97,1
1033,STU062,86,5,1,4.51,6.92,fp_9550027aa224,0,0,0,0,0,2,NORMAL,0,2026-01-19T13:27:02,21.1341742,81.1366691,24.34,52.88,1
1034,STU064,116,4,1,1.33,8.47,fp_8b3ff52f7ad4,0,0,0,0,0,12,NORMAL,0,2026-02-19T09:49:59,21.1340586,81.1357704,18.07,43.36,1
1035,STU059,75,6,1,7.59,13.65,fp_2ff979ef7b75,0,0,0,0,0,0,NORMAL,0,2026-04-21T14:24:34,21.1336751,81.1354798,26.89,91.56,1
1036,STU032,93,1,1,6.18,15.7,fp_f92ff20320c0,0,0,0,0,0,12,NORMAL,0,2026-01-23T10:59:22,21.1344128,81.1364812,14.99,40.86,1
1037,STU075,98,3,1,4.16,9.84,fp_50d294485d9f,0,0,0,0,0,0,NORMAL,0,2026-02-08T16:25:34,21.1334963,81.136148,18.49,78.25,1
1038,STU090,65,4,1,3.03,7.81,fp_ae832bc5bc44,0,0,1,0,0,13,NORMAL,0,2026-03-23T09:27:01,21.1339899,81.1361891,29.75,23.56,1
1039,STU080,107,2,1,5.28,15.47,fp_b70c5ddb56e8,0,1,0,0,0,14,NORMAL,0,2026-04-20T11:45:26,21.1351987,81.1353408,29.84,139.83,1
1040,STU014,30,3,0,2.35,3.99,fp_6230253cc4a0,0,0,0,1,0,36,SUSPICIOUS,1,2026-05-01T12:48:19,21.1338471,81.1364326,24.05,48.36,1
1041,STU064,19,6,0,2.5,6.75,fp_a5c17e24e672,0,1,0,0,0,63,SUSPICIOUS,1,2026-04-29T09:49:33,21.132779,81.1354754,155.56,173.22,0
1042,STU017,90,5,1,2.09,3.2,fp_44380146756d,0,0,0,0,0,3,NORMAL,0,2026-04-21T16:09:06,21.1349802,81.1359251,22.7,90.12,1
1043,STU035,11,1,1,3.12,5.2,fp_e4a7410d74d8,0,0,0,0,0,2,NORMAL,0,2026-03-24T16:39:51,21.1334815,81.1354131,27.82,111.28,1
1044,STU032,90,5,1,3.18,8.42,fp_f92ff20320c0,0,0,0,0,0,0,NORMAL,0,2026-02-15T13:37:16,21.1334885,81.1361278,18.31,79.19,1
1045,STU041,103,5,1,3.26,17.3,fp_9a83918f347e,0,0,0,0,0,1,NORMAL,0,2026-02-05T14:56:44,21.1342881,81.1363627,25.81,23.19,1
1046,STU006,45,4,1,4.63,10.3,fp_b4a6ee273529,0,1,0,0,0,15,NORMAL,0,2026-02-27T13:15:26,21.1329072,81.1358243,23.82,147.91,1
1047,STU091,83,3,1,5.29,5.39,fp_a597e8521a58,0,0,0,0,0,0,NORMAL,0,2026-04-18T10:19:33,21.1338792,81.1364872,62.8,49.23,1
1048,STU075,33,5,1,3.99,4.81,fp_3a474b00243f,0,1,1,0,1,66,SUSPICIOUS,1,2026-02-28T13:31:48,21.131174,81.1375445,7.37,365.83,0
1049,STU057,44,4,1,5.41,5.56,fp_d7cbccfd1e75,0,0,1,0,0,7,NORMAL,0,2026-02-28T10:15:54,21.1337824,81.1371283,8.96,110.64,1
1050,STU048,34,2,1,1.99,13.0,fp_0462c03b44a8,0,0,0,0,0,21,NORMAL,0,2026-02-03T08:00:44,21.1332559,81.136727,49.82,120.33,1
1051,STU087,55,2,1,4.74,6.0,fp_7e8449abe3ec,0,0,0,0,0,13,NORMAL,0,2026-02-13T14:08:48,21.1342174,81.1359144,15.2,25.54,1
1052,STU041,79,1,1,2.7,14.93,fp_9a83918f347e,0,1,1,0,0,25,NORMAL,0,2026-03-14T16:40:24,21.1344102,81.1363235,13.06,28.88,1
1053,STU008,1,1,1,2.34,18.85,fp_f65a5b250b6f,0,0,0,0,0,0,NORMAL,0,2026-04-26T09:11:36,21.1343754,81.1361386,15.99,19.63,1
1054,STU077,113,1,1,2.67,12.0,fp_177c3d676988,0,0,0,0,0,2,NORMAL,0,2026-01-14T10:46:07,21.1349777,81.1371047,22.39,130.68,1
1055,STU022,7,6,1,3.45,11.81,fp_80e9086348f8,0,0,0,0,0,2,NORMAL,0,2026-04-25T16:03:29,21.1343334,81.1371872,12.33,107.56,1
1056,STU071,45,6,0,1.96,4.61,fp_7a86b86ff0da,0,1,0,0,1,52,SUSPICIOUS,1,2026-01-09T14:16:19,21.134892,81.1354514,12.77,106.41,1
1057,STU084,48,6,1,4.07,5.73,fp_643b009263b7,0,0,0,0,0,0,NORMAL,0,2026-05-04T15:18:49,21.1343617,81.1359973,6.01,24.66,1
1058,STU069,79,4,1,5.58,7.14,fp_f32a0d62a19a,0,0,0,0,0,2,NORMAL,0,2026-04-12T11:15:42,21.1345498,81.1353022,5.29,97.09,1
1059,STU038,83,4,1,3.61,5.75,fp_d3ec3a0d2142,0,0,0,0,0,0,NORMAL,0,2026-04-29T15:22:45,21.1343245,81.1359263,17.55,27.91,1
1060,STU002,84,1,1,1.26,8.26,fp_03204de92e11,0,0,0,0,0,7,NORMAL,0,2026-02-23T11:20:46,21.134215,81.1369978,4.13,86.91,1
1061,STU070,65,2,1,11.85,12.81,fp_0e1bfa879f9a,0,0,0,0,0,0,NORMAL,0,2026-03-11T09:45:55,21.1340471,81.1366102,3.97,49.69,1
1062,STU051,57,1,1,3.97,8.0,fp_85307e87cc6f,0,0,0,0,0,0,NORMAL,0,2026-02-07T14:03:52,21.1347012,81.137171,9.86,118.75,1
1063,STU069,27,6,1,4.04,11.51,fp_f32a0d62a19a,0,0,0,0,0,0,NORMAL,0,2026-03-28T13:15:41,21.1342254,81.1362913,22.02,13.9,1
1064,STU077,16,5,1,2.35,14.86,fp_177c3d676988,0,0,0,0,0,2,NORMAL,0,2026-03-21T16:32:49,21.1335526,81.1359871,13.42,74.19,1
1065,STU020,114,1,1,5.52,12.43,fp_a5c17e24e672,0,0,0,0,0,13,NORMAL,0,2026-04-02T10:16:24,21.1337863,81.1362125,21.98,46.32,1
1066,STU030,5,5,1,4.87,9.08,fp_8e8669c03d83,0,0,0,0,0,0,NORMAL,0,2026-04-21T16:41:14,21.1340277,81.1354314,7.73,77.96,1
1067,STU076,58,5,1,5.41,11.75,fp_52267c32f31b,0,0,0,0,0,0,NORMAL,0,2026-02-24T10:56:36,21.1349647,81.1368623,20.44,111.97,1
1068,STU027,23,1,1,3.41,6.95,fp_f03c5f6689ef,0,0,0,0,0,9,NORMAL,0,2026-04-28T08:01:04,21.1344145,81.1371071,35.85,101.08,1
1069,STU089,67,1,1,2.62,10.85,fp_9a29989634bc,0,0,0,1,0,36,SUSPICIOUS,1,2026-02-23T09:18:03,21.1334827,81.136253,88.36,80.34,1
1070,STU093,31,3,1,2.29,4.65,fp_0263f27e4238,0,0,0,0,0,2,NORMAL,0,2026-04-15T16:41:08,21.1349177,81.1366154,54.13,92.73,1
1071,STU025,41,5,1,4.31,9.21,fp_c762cd2d5bc5,0,0,0,0,0,0,NORMAL,0,2026-03-04T14:58:11,21.1345508,81.1364249,3.1,47.71,1
1072,STU001,48,3,1,4.32,10.04,fp_4637ea12bf9a,0,0,0,0,0,2,NORMAL,0,2026-03-01T14:27:17,21.13309,81.1366526,64.45,133.59,1
1073,STU012,10,3,1,3.62,17.6,fp_725501e7231d,0,1,0,0,0,15,NORMAL,0,2026-02-10T08:51:28,21.1345442,81.1363951,25.7,45.38,1
1074,STU070,42,5,1,1.95,6.2,fp_0e1bfa879f9a,0,1,0,0,0,25,NORMAL,0,2026-03-01T14:35:12,21.1345586,81.1362638,19.61,41.3,1
1075,STU038,71,5,1,3.82,4.3,fp_d3ec3a0d2142,0,0,0,0,0,2,NORMAL,0,2026-03-17T16:33:57,21.1336419,81.1366652,41.7,81.22,1
1076,STU082,73,6,1,3.7,19.01,fp_b35d4c53b441,0,1,0,0,0,17,NORMAL,0,2026-01-28T13:29:54,21.1335626,81.1355624,12.83,94.16,1
1077,STU010,73,6,1,4.04,9.98,fp_3a474b00243f,0,0,0,0,0,1,NORMAL,0,2026-03-04T16:36:35,21.1349188,81.1358731,6.58,85.28,1
1078,STU024,49,5,1,2.27,6.82,fp_6230253cc4a0,0,1,0,0,0,13,NORMAL,0,2026-04-15T15:23:21,21.1352745,81.1360174,18.43,120.4,1
1079,STU066,41,4,1,3.38,7.8,fp_4761b44f7a67,0,0,0,0,0,0,NORMAL,0,2026-04-15T09:06:34,21.1339143,81.1355947,6.73,66.68,1
1080,STU087,103,5,1,4.45,6.61,fp_7e8449abe3ec,0,1,0,1,0,58,SUSPICIOUS,1,2026-03-03T08:51:45,21.1357319,81.1388484,19.29,326.74,0
1081,STU034,93,2,1,2.43,10.06,fp_e4ce4d58b672,0,0,0,0,0,12,NORMAL,0,2026-04-14T16:08:00,21.1341275,81.1359919,13.07,19.21,1
1082,STU074,19,4,1,5.01,15.03,fp_01083f0c0b48,0,0,0,0,0,1,NORMAL,0,2026-02-26T12:03:29,21.1352465,81.1362879,49.96,117.12,1
1083,STU022,28,4,1,8.15,5.7,fp_80e9086348f8,0,0,0,0,0,0,NORMAL,0,2026-01-05T08:05:31,21.1352929,81.1355114,19.5,138.9,1
1084,STU067,84,6,1,1.74,2.67,fp_332bf13ca47c,1,0,0,0,1,76,SUSPICIOUS,1,2026-01-05T15:04:03,21.1406282,81.1395358,28.42,795.93,0
1085,STU045,72,1,1,3.6,11.1,fp_810093483039,0,0,0,0,0,0,NORMAL,0,2026-04-19T09:20:11,21.1343541,81.1361335,19.48,17.35,1
1086,STU055,11,3,1,6.24,8.7,fp_f84a066bec8d,0,0,1,0,0,10,NORMAL,0,2026-01-10T08:29:04,21.1342875,81.1358288,4.44,35.7,1
1087,STU056,76,4,1,3.46,9.64,fp_ad2a80997e7f,0,0,1,0,0,10,NORMAL,0,2026-03-17T13:44:18,21.1345553,81.1361312,5.34,39.62,1
1088,STU030,104,5,1,2.75,23.05,fp_8e8669c03d83,0,0,0,0,0,0,NORMAL,0,2026-03-22T12:17:30,21.13365,81.1358684,26.36,68.22,1
1089,STU099,15,5,1,1.94,9.78,fp_b63cbfbd52e4,0,0,0,0,0,8,NORMAL,0,2026-02-01T09:02:16,21.1348363,81.1369979,15.8,112.06,1
1090,STU043,6,6,1,9.94,9.03,fp_03eb6abfefd4,0,0,0,0,0,1,NORMAL,0,2026-03-02T12:33:48,21.1345206,81.13693,15.64,87.45,1
1091,STU031,44,5,1,3.67,7.66,fp_27ff9a7be63c,0,0,0,0,0,3,NORMAL,0,2026-01-29T16:14:45,21.1343174,81.1361433,14.76,13.16,1
1092,STU033,115,2,1,3.69,16.69,fp_bf41c4994178,0,0,0,0,0,0,NORMAL,0,2026-02-25T10:34:03,21.1339064,81.1368522,9.15,78.87,1
1093,STU043,43,6,0,0.92,10.76,fp_f03c5f6689ef,0,1,0,0,0,42,SUSPICIOUS,1,2026-03-15T13:57:49,21.1338226,81.1364655,162.47,52.58,1
1094,STU042,14,3,1,2.11,7.98,fp_7826c3deb4fa,0,1,0,0,0,13,NORMAL,0,2026-01-17T15:49:32,21.1334463,81.1355722,27.02,103.63,1
1095,STU050,13,2,1,3.3,11.73,fp_831a3884c73f,0,0,0,0,0,7,NORMAL,0,2026-02-25T13:58:14,21.1346151,81.1359916,65.13,49.35,1
1096,STU041,105,1,1,1.95,11.08,fp_9a83918f347e,0,0,0,0,0,11,NORMAL,0,2026-04-26T08:00:10,21.1348835,81.1355765,21.01,97.15,1
1097,STU054,98,1,1,9.95,4.87,fp_02783c2407d2,0,0,0,0,0,10,NORMAL,0,2026-03-02T13:02:28,21.1344818,81.1358077,28.12,48.13,1
1098,STU037,6,4,1,4.36,6.68,fp_30414a0746f9,0,0,0,0,0,1,NORMAL,0,2026-03-28T08:58:14,21.1333234,81.1363782,17.87,100.06,1
1099,STU086,97,3,1,3.03,5.05,fp_5d4708e8bae2,0,0,1,0,0,10,NORMAL,1,2026-02-28T08:32:39,21.133041,81.1354872,3.08,146.56,1
1100,STU090,98,3,1,3.0,11.21,fp_ae832bc5bc44,0,0,0,0,0,0,NORMAL,0,2026-03-15T13:22:48,21.1349746,81.1359211,29.74,89.63,1
1101,STU097,32,3,1,9.01,8.26,fp_43aa61658072,0,0,0,0,0,0,NORMAL,0,2026-03-28T08:25:36,21.1344012,81.1362626,4.6,24.78,1
1102,STU055,117,1,1,5.53,5.03,fp_f84a066bec8d,0,0,0,0,0,13,NORMAL,0,2026-03-10T12:44:43,21.1334983,81.1362671,4.19,78.81,1
1103,STU017,92,5,1,1.63,6.33,fp_44380146756d,1,0,0,0,0,34,SUSPICIOUS,1,2026-02-16T13:00:13,21.1354324,81.1363312,13.6,138.18,1
1104,STU021,82,4,1,7.8,10.56,fp_478ecb9b7247,0,0,1,0,0,8,NORMAL,0,2026-03-04T16:16:11,21.1341903,81.1364847,27.27,33.69,1
1105,STU075,8,5,1,3.47,9.0,fp_50d294485d9f,0,0,0,0,0,0,NORMAL,0,2026-01-06T08:36:02,21.1344193,81.1352266,11.31,99.83,1
1106,STU083,115,2,0,1.42,6.76,fp_9c1cb1714c1f,0,1,0,1,0,70,SUSPICIOUS,1,2026-04-16T10:39:59,21.1342509,81.1373961,7.09,128.33,1
1107,STU001,37,4,1,5.95,7.34,fp_4637ea12bf9a,0,0,0,0,0,1,NORMAL,0,2026-04-24T10:05:10,21.1337838,81.1359749,24.33,50.1,1
1108,STU076,95,2,1,3.24,10.14,fp_52267c32f31b,0,0,0,0,0,7,NORMAL,0,2026-04-28T10:29:23,21.13449,81.135691,14.32,58.36,1
1109,STU046,67,4,1,3.29,8.74,fp_ee55cd5ad077,0,0,0,0,0,1,NORMAL,0,2026-04-22T10:14:45,21.1349904,81.137019,27.5,125.14,1
1110,STU097,71,1,1,6.43,4.42,fp_e121f9cf80fe,1,0,0,0,0,36,SUSPICIOUS,1,2026-03-18T09:27:06,21.1340745,81.1361392,6.36,14.12,1
1111,STU099,15,5,1,2.13,3.62,fp_b63cbfbd52e4,0,1,0,0,0,12,NORMAL,1,2026-04-05T08:48:49,21.134925,81.1360259,7.52,81.81,1
1112,STU044,118,6,1,5.59,8.3,fp_5e4a0c3824ec,0,0,0,0,0,3,NORMAL,0,2026-04-30T10:51:32,21.1334563,81.1359148,13.14,86.52,1
1113,STU036,43,1,1,2.99,16.31,fp_ce8114ffe1af,0,0,0,0,0,9,NORMAL,0,2026-03-16T11:39:18,21.1347451,81.1368495,22.5,93.74,1
1114,STU069,17,2,1,7.58,6.87,fp_f32a0d62a19a,0,0,0,0,0,0,NORMAL,0,2026-04-08T10:59:47,21.1343949,81.1362415,5.39,23.26,1
1115,STU068,96,3,1,1.73,14.16,fp_351dd44a753a,0,1,0,0,0,22,NORMAL,0,2026-01-21T08:40:13,21.1339744,81.1353978,21.17,82.93,1
1116,STU007,36,2,1,2.94,12.85,fp_e121f9cf80fe,0,0,0,0,0,0,NORMAL,0,2026-02-05T13:45:12,21.1331988,81.1365936,12.7,120.07,1
1117,STU006,116,1,1,1.65,13.45,fp_b4a6ee273529,0,0,0,0,0,20,NORMAL,0,2026-05-04T15:29:29,21.133739,81.1364862,79.22,61.42,1
1118,STU046,51,5,1,2.32,12.5,fp_ee55cd5ad077,0,0,0,0,0,0,NORMAL,0,2026-02-27T09:30:19,21.1340718,81.1358489,20.6,35.27,1
1119,STU049,111,2,1,4.03,5.86,fp_394b3a35f872,0,0,0,0,0,0,NORMAL,0,2026-01-13T14:25:10,21.1343493,81.1369498,42.4,83.58,1
1120,STU020,73,1,1,3.33,12.26,fp_a5c17e24e672,0,1,0,0,0,27,NORMAL,0,2026-03-04T08:24:14,21.1331509,81.1369155,26.89,140.53,1
1121,STU090,51,5,1,4.2,11.71,fp_ae832bc5bc44,0,0,0,0,0,0,NORMAL,0,2026-02-12T08:28:27,21.1351485,81.1365659,18.69,113.56,1
1122,STU051,26,2,1,9.73,4.45,fp_85307e87cc6f,0,0,0,0,0,10,NORMAL,0,2026-01-21T10:24:08,21.133691,81.1369762,11.16,101.83,1
1123,STU056,113,2,1,8.28,9.43,fp_ad2a80997e7f,0,0,0,0,0,1,NORMAL,0,2026-02-08T10:06:43,21.13402,81.1358314,27.83,39.52,1
1124,STU066,109,1,1,2.67,4.95,fp_4761b44f7a67,0,0,0,0,0,2,NORMAL,0,2026-01-23T11:46:19,21.1348905,81.1360963,28.66,77.06,1
1125,STU092,11,2,1,2.3,7.93,fp_28f4dae05c99,0,1,1,0,0,61,SUSPICIOUS,1,2026-03-31T08:23:34,21.1363209,81.1356621,29.71,241.42,0
1126,STU031,29,1,1,2.36,10.64,fp_e121f9cf80fe,1,0,0,1,1,60,SUSPICIOUS,1,2026-03-09T13:50:29,21.1340562,81.1375913,26.32,149.31,1
1127,STU052,76,3,1,2.08,8.95,fp_92472e585595,0,0,0,0,0,0,NORMAL,0,2026-03-01T13:36:30,21.1349964,81.1356636,12.06,102.44,1
1128,STU035,51,1,1,1.42,6.0,fp_6230253cc4a0,0,0,1,0,1,60,SUSPICIOUS,1,2026-03-11T09:52:21,21.1336637,81.1386912,46.6,269.22,0
1129,STU024,98,3,1,5.96,7.45,fp_6230253cc4a0,0,0,0,0,0,0,NORMAL,0,2026-01-06T15:55:17,21.1346152,81.1354982,7.91,82.72,1
1130,STU018,31,1,1,1.24,9.84,fp_0a563dcd8ddc,0,0,0,0,0,10,NORMAL,0,2026-02-05T10:26:52,21.1345356,81.1359993,10.72,40.87,1
1131,STU015,39,2,1,4.87,10.8,fp_96ba3760c211,0,0,0,0,0,0,NORMAL,0,2026-01-08T16:41:43,21.1344449,81.1375369,23.8,145.38,1
1132,STU094,16,3,1,6.98,5.56,fp_3ab0a1a3e363,0,0,0,0,0,0,NORMAL,0,2026-05-02T16:17:20,21.1350455,81.1370139,12.95,129.17,1
1133,STU021,27,3,1,5.43,15.39,fp_478ecb9b7247,0,0,0,0,0,0,NORMAL,0,2026-04-23T15:03:07,21.134923,81.135512,16.65,104.78,1
1134,STU064,25,6,1,1.8,10.39,fp_8b3ff52f7ad4,0,0,0,0,0,9,NORMAL,0,2026-02-02T15:29:28,21.1337765,81.1349808,14.09,131.06,1
1135,STU017,74,4,1,3.19,8.68,fp_44380146756d,0,0,0,0,0,0,NORMAL,0,2026-05-03T13:52:09,21.1344092,81.136349,27.6,30.42,1
1136,STU057,120,3,1,4.68,7.23,fp_d7cbccfd1e75,0,0,1,0,0,13,NORMAL,0,2026-04-24T10:46:08,21.1346379,81.1361129,3.98,48.94,1
1137,STU009,40,2,1,2.95,9.14,fp_27e9897da433,0,0,0,0,0,2,NORMAL,0,2026-03-13T09:31:10,21.1354583,81.135882,21.69,142.86,1
1138,STU005,26,3,1,2.45,5.52,fp_6967765e90c7,0,0,0,0,0,0,NORMAL,0,2026-03-19T15:50:15,21.1342754,81.1356613,7.75,52.39,1
1139,STU045,17,3,1,5.43,5.37,fp_810093483039,0,0,0,0,0,0,NORMAL,0,2026-03-27T15:14:44,21.1337705,81.1351336,27.56,116.68,1
1140,STU079,25,2,1,5.4,11.08,fp_73b3d47d93d0,0,0,0,0,0,1,NORMAL,0,2026-02-02T10:14:27,21.1341539,81.1361682,21.72,5.19,1
1141,STU055,12,1,1,1.15,3.56,fp_f84a066bec8d,0,0,1,1,1,62,SUSPICIOUS,1,2026-01-17T08:31:07,21.1347008,81.1360207,23.64,57.53,1
1142,STU020,51,5,1,6.85,5.79,fp_a5c17e24e672,0,1,0,0,0,13,NORMAL,0,2026-04-24T15:42:50,21.134062,81.1358567,20.07,35.01,1
1143,STU081,56,5,1,3.25,11.08,fp_0e79fd5c0110,0,0,0,0,0,0,NORMAL,0,2026-01-23T11:13:44,21.1331214,81.1363173,11.76,121.04,1
1144,STU020,19,1,1,3.56,4.41,fp_a5c17e24e672,0,1,0,1,1,49,SUSPICIOUS,1,2026-01-27T13:25:03,21.1344921,81.1357719,18.28,51.72,1
1145,STU049,24,3,1,3.06,17.07,fp_394b3a35f872,0,0,0,0,0,3,NORMAL,0,2026-04-25T11:04:54,21.1344439,81.1359705,9.54,33.49,1
1146,STU083,15,6,1,8.75,13.98,fp_9c1cb1714c1f,0,0,0,0,0,0,NORMAL,0,2026-04-24T16:19:49,21.1346725,81.1352057,3.17,112.05,1
1147,STU016,84,6,1,4.16,6.26,fp_0c482f9d770a,0,0,0,0,0,0,NORMAL,0,2026-03-30T14:14:36,21.1342603,81.136286,20.85,14.68,1
1148,STU093,61,3,1,2.75,11.39,fp_0263f27e4238,0,0,0,0,0,0,NORMAL,0,2026-05-04T09:23:05,21.1350948,81.1364389,11.6,103.62,1
1149,STU055,93,6,1,4.83,16.91,fp_f84a066bec8d,0,0,0,0,0,2,NORMAL,0,2026-03-21T11:37:20,21.1346579,81.1362123,28.2,51.2,1
1150,STU058,71,1,1,5.36,4.58,fp_d21260d1ceda,0,0,0,0,0,13,NORMAL,0,2026-01-17T10:46:42,21.1341711,81.137522,14.73,141.3,1
1151,STU012,20,5,1,6.42,5.74,fp_725501e7231d,0,0,0,0,0,3,NORMAL,0,2026-02-25T08:36:33,21.134483,81.1359564,19.75,37.89,1
